English Text (en_XX),Malayalam Text (ml_IN)
"en_XX: Out of the sheer happiness of seeing a man, I even touched him once. I felt a shiver of satisfaction passing through me.",ml_IN: ഒരു മനുഷ്യനെ കണ്ട സന്തോഷത്തിൽ ഞാനയാളെ ഒന്നു തൊടുകപോലും ഉണ്ടായി.
"en_XX: To get rid of some of that anger, I hit my own chest twice as I walked back to the desert to gather the goats.",ml_IN: ആടുകളെ തടുത്തുകൂട്ടാൻ മരുഭൂമിയിലേക്കു തിരിച്ചു നടക്കുമ്പോൾ എന്റെ നെഞ്ചിൽ ആഞ്ഞ് രണ്ടിടി ഇടിച്ചാണ് ഞാൻ ആ ദേഷ്യം കുറെയെങ്കിലും കലക്കിക്കളഞ്ഞത്.
"en_XX: In the beginning, everything in the masara had a nauseating stench. The smell emanating from goats’ urine, the stench of the droppings, the reek of grass and hay that got wet with the urine. If I had ever experienced a similar stink before, it was in a circus tent.",ml_IN: ആദ്യം എല്ലാത്തിനും മസറയിൽ ഒരു മുശടു വാടയായിരുന്നു.
"en_XX: Based on that smell, I was even able to calculate a goat’s date of delivery.",ml_IN: ആ മണം അറിഞ്ഞ് ആടു പ്രസവിക്കുന്ന ദിവസം കണക്കുകൂട്ടാൻപോലും എനിക്കു കഴിയുമായിരുന്നു.
en_XX: The newborns had a particular smell different from that of older lambs.,ml_IN: പ്രസവിക്കാറായ ആടുകൾക്ക് അതിലും വ്യത്യസ്‌തമായ മണം.
en_XX: Her name is Marymaimuna.,ml_IN: മേരിമൈമുന എന്നാണ് അവളുടെ പേര്.
en_XX: I shall write again when I get time.,ml_IN: ഇനിയും സമയം കിട്ടുമ്പോൾ എഴുതാം.
"en_XX: At some point in the night, as the rain eased, the arbab ran out of the tent and drove away in his vehicle. The other arbab did not come that night.",ml_IN: രാത്രി എപ്പഴോ മഴ ഒന്നു തോർന്നപ്പോൾ അർബാബ് കൂടാരത്തിൽ നിന്നും ഓടിയിറങ്ങി വണ്ടിയിൽ കയറി ഓടിച്ചുപോയി.
en_XX: But I saw the shadowy figure slowly walk towards me.,ml_IN: എന്നാൽ ആ നിഴലനക്കം പതിയെ എൻ്റെ അടുത്തേക്കു നീങ്ങിവരുന്നതു ഞാൻ കണ്ടു.
"en_XX: The realization that those plants and animals had been lying quietly— preserving their lives, withstanding the heat of the desert—filled me with delight. I saw with my own eyes how those little plants grew big, bore flowers and fruit, and concealed life for the future in the womb of the earth.",ml_IN: വളരെ ക്കുറച്ചു ദിവസങ്ങൾകൊണ്ട് ആ ചെറുചെടികൾ വളർന്നു വലുതാകുന്നതും പൂവിടുന്നതും കായ്ക്കുന്നതും നാളേക്കുവേണ്ടി ജീവനെ ഭൂമിയുടെ ഗർഭ ത്തിൽ ഒളിപ്പിക്കുന്നതും ഞാൻ എൻ്റെകണ്ണുകൾകൊണ്ടു കണ്ടു.
"en_XX: Alas, a billy goat that was standing near me also began to run alongside.",ml_IN: എന്റെ അരികിൽ നിന്നിരുന്ന ഒരു മുട്ടനാടും എനിക്കൊപ്പം ഓടാൻ തുടങ്ങി.
"en_XX: Although I tried to dissuade it, hitting and poking it with my staff, it kept following me. Because of my extreme desire to escape, I did not look back at all. Far off, as far as possible, that was all my mind was saying. I had no idea where I was going. Just run, just escape, that’s all, I kept telling myself.",ml_IN: ഞാൻ എന്റെ വടികൊണ്ട് അതിനെ അടിച്ചും കുത്തിയും ഒക്കെ പിന്തിരിപ്പിക്കാൻ നോക്കിയെങ്കിലും അതെന്നെ വിടാതെ പിന്നാലെ ഓടിക്കൊണ്ടിരുന്നു.
"en_XX: Suddenly, I heard the roar of a vehicle behind me. Fear blazed inside me like fire. The arbab had seen me running! The arbab would reach me soon and he would beat me to death. All of a sudden, a gunshot rang out.",ml_IN: പെട്ടെന്ന് എന്റെ പിന്നിൽ ഒരു വണ്ടിയുടെ ഇരമ്പൽ ഞാൻ കേട്ടു.
"en_XX: Like a smacked puppy whining and running into its kennel with its tail between its legs, I ran and got into the back of the arbab’s pick-up. The goat was dead by then. The arbab dragged it and flung it into the vehicle and gave me another smack. Downcast, I sat there and wailed.",ml_IN: അടികൊണ്ടി നായക്കുട്ടി മോങ്ങിക്കരഞ്ഞുകൊണ്ട് വാലുമടക്കി കൂട്ടിലേക്ക് ഓടിക്കയറു ന്നതുപോലെ ഞാൻ ഓടിച്ചെന്ന് അർബാബിന്റെ പിക്കപ്പ് വണ്ടിയുടെ പിന്നിൽ കയറി.
en_XX: By then I had indeed become a goat.,ml_IN: അപ്പോഴേക്കും ഞാൻ ശരിക്കും ഒരാട് ആയിക്കഴിഞ്ഞിരുന്നു..!
"en_XX: I would raise my eyes to the heavens and ask, my Allah, what crime have I committed against you and my father to be left to wander with animals in this desert like the prodigal son? Allah would look back at me in the shape of the burning sun. He would tell me, the days of suffering you must go through are not over yet. Like a prophet in the desert, I would kneel on the hot sand and pray looking at the sky: My Allah, release me from this affliction. Send me a saviour as you sent Moses to the Israelites. Liberate me from this captivity.",ml_IN: മുടിയനായ പുത്രന്റെ കഥപോലെ മരുഭൂമിയിൽ ഈ മൃഗങ്ങൾക്കൊപ്പം കിടന്നലയാൻ എൻ്റെ അള്ളാ ഞാൻ നിന്നോടും എൻ്റെ പിതാവിനോടും എന്തു പാപമാണ് ചെയ‌തതെന്ന് ഞാൻ ആകാശത്തിലേക്കു കണ്ണുകൾ ഉയർത്തിച്ചോദിക്കും.
"en_XX: Still, a pain lingered throughout the day like soreness from an insect sting.",ml_IN: എന്നിട്ടും ആ ദിവസമതയും മുള്ളു കുത്തുന്നതുപോലെ ഒരു വേദന എന്നിൽ നീറിക്കൊണ്ടിരുന്നു.
"en_XX: Despite my best efforts to remain composed, those deaths kept haunting me.",ml_IN: എത്രയൊക്കെ 135 ആടുജീവിതം നിസ്സംഗത പാലിക്കാൻ നോക്കിയിട്ടും ആ മരണങ്ങൾ എന്നിൽ വല്ലാതെ തികട്ടി വന്നുകൊണ്ടേയിരുന്നു.
"en_XX: At night, after my meal of khubus, I lay down on the bare sand, with a stone for a pillow.",ml_IN: രാത്രി ഖുബൂസ് തീറ്റ കഴിഞ്ഞ് ഞാൻ വെറും നിലത്ത് ഒരു കല്ലെടുത്തു തലയണയാക്കി കിടന്നു.
"en_XX: The next morning, three young goats were found dead in the masara. One of them was my Nabeel.",ml_IN: പിറ്റേന്നു കാലത്തു മൂന്നു കുഞ്ഞാടുകൾ മസറയിൽ ചത്തുകിടന്നു.
"en_XX: Twenty-four If I am asked about the most beautiful sight I ever saw in the desert, I must answer: the sunset. The sun seems like a tortoise diving down into the sand.",ml_IN: Indian Terminan 138 ഇരുപത്തിനാല് ഞാൻ കണ്ടിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മനോഹരമായ കാ ‌ച ഏതെന്നു omചോദിച്ചാൽ അതു മരുഭൂമിയിലെ സൂര്യാസ്തമനമാണ്.
